T,A,B,AA,AB,BA,BB
-2.1993044201191205,8.365600043266378,-10.5649044633855,-2.484593522949739,10.850193566216117,-13.123653575728307,2.5587491123428086
6.2508034495693945,-1.5337796011485278,7.784583050717922,-4.045412318431852,2.5116327172833244,-1.5759886803535998,9.360571731071522
11.85749913350534,7.943412746026672,3.914086387478669,13.40960294796221,-5.466190201935538,12.062344628272678,-8.148258240794009
18.177452906116137,16.052582099989337,2.1248708061268022,5.401646718403547,10.65093538158579,2.1150690045174096,0.009801801609392813
20.666257417789893,18.27827667440232,2.38798074338757,1.1846712981483876,17.093605376253933,-2.3852114239087223,4.773192167296292
18.86217332024222,4.949328442581581,13.912844877660639,2.507517291350907,2.4418111512306737,11.348513765107976,2.5643311125526633
19.07602838263848,19.948580655917382,-0.872552273278902,3.9947955354488984,15.953785120468483,-3.0570894241136735,2.1845371508347715
13.478426570827823,7.190052142864478,6.288374427963346,-3.2547608263847456,10.444812969249224,2.113041230852754,4.175333197110591
25.19212553466281,19.20488019463884,5.9872453400239705,3.6772476491114556,15.527632545527384,4.409447196276366,1.5777981437476047
33.67460775064077,28.313322497448876,5.361285253191893,7.263117416425636,21.05020508102324,4.03899300510998,1.3222922480819137
44.495524170971684,51.6975357500463,-7.202011579074616,17.561620688861463,34.13591506118484,-6.867277431637781,-0.33473414743683527
50.50813932801772,62.14444071953738,-11.636301391519657,21.229787929610417,40.91465278992696,-12.88821071501559,1.2519093234959335
59.65981540959963,78.15284106908857,-18.493025659488936,45.10098164801007,33.051859421078504,-2.271402936308727,-16.221622723180207
72.27935084185088,77.15883865017622,-4.879487808325335,33.53557300689569,43.62326564328053,-8.820302075132787,3.9408142668074517
78.3539693891188,86.92417634121966,-8.570206952100852,45.107260847258424,41.81691549396124,-4.838446593578379,-3.7317603585224735
83.73536526551591,79.83477419711005,3.9005910684058516,40.06495624933819,39.76981794777186,0.33515875157656927,3.5654323168292823
84.97309419211363,81.56742404846705,3.405670143646579,49.745649973794535,31.821774074672508,8.433715382361594,-5.028045238715015
76.95146030153211,76.01694207758888,0.9345182239432317,37.67802134397308,38.33892073361581,-1.1360731553809646,2.0705913793241963
73.45653934837354,77.1420182408682,-3.6854788924946575,28.08077035579891,49.06124788506929,-10.890227366928928,7.20474847443427
75.77004017776785,73.43447431246516,2.335565865302704,40.107572748822584,33.32690156364257,7.904372458357588,-5.568806593054884
77.7400888200764,59.92803917893963,17.81204964113677,36.593443037316405,23.33459614162322,23.162738812982724,-5.350689171845954
74.68500429623072,66.55795641310195,8.127047883128778,37.30881445144477,29.24914196165718,17.16837000411912,-9.04132212099034
83.64178222404817,62.864696444772235,20.777085779275936,21.23500217159756,41.62969427317468,10.770247027576746,10.00683875169919
94.1875934421294,83.68729430958999,10.500299132539404,17.53227683473972,66.15501747485027,-7.423057075519928,17.92335620805933
102.80760717087303,87.5847694679275,15.222837702945537,25.80749570690816,61.777273761019345,0.8161834966092618,14.406654206336274
110.44527877221154,97.91490541763164,12.530373354579885,27.031178114426062,70.88372730320559,-3.6312516833259334,16.161625037905818
