"V1","V2","V3","V4"
1.95867233739755,-0.685578622990811,-1.58788138652138,-1.88451674800448
2.09738585181014,0.0710831947444507,0.864560842185274,3.21777356082953
3.96238620837383,3.6313965638113,2.96475786252584,1.29895849879437
4.05930607655694,9.40920093888145,3.35680344722175,1.352142443456
3.76385853688132,12.2167609283011,2.49163302404411,2.19400492856336
1.66684046685567,10.2421610553622,3.54816386097645,3.4050079370479
1.27074428661255,10.0435948433267,2.85310085302811,4.90858839967112
-0.767055419872835,11.6299360671815,0.927918132920477,1.68762779059868
6.46365098228967,18.2625387074972,1.67454103430655,-1.20860518943061
11.153272852924,27.0355630446369,-1.94636495850368,-2.56786318841645
20.0491524949469,31.4271325878271,-4.15849495828004,-2.82226595352227
26.7460433802226,31.9944597547926,-3.96801767988123,-4.26434612711625
35.1262060362571,34.6578718555267,-3.87741537075692,-6.24684711142724
40.2520164002173,38.0004201008097,-3.19745653266195,-2.77562912651416
43.7214848839045,37.6875779691114,-0.709109068728539,-2.34598439516855
42.9064687060647,37.2696790505342,2.83529764881423,0.723919860102769
42.4050154885703,38.1203661314208,2.1351233256133,2.31258924650922
39.6525781753893,38.6918350236484,-1.48898744541356,0.0960345479079749
36.5172013657509,39.6832348729823,-1.51221435484193,-1.23168253551772
33.2340391212156,39.4110265654589,1.82024745654126,1.3047270345521
28.0886907613834,38.5625832335851,7.93475172102084,3.15406310408705
27.0643765699258,39.9251716309251,6.4923403348512,1.20311576052863
26.2328696669679,43.4347198005384,8.96522150021302,5.00897125632885
29.6186900091556,49.621822680733,9.11013771859735,5.83694303364345
33.7719689551726,56.2574519683707,6.3360052892579,6.44218095807183
38.0440750629362,61.8251576920218,5.42731792785786,5.14872808939568
44.9508240326502,65.8355154455463,5.57645449771515,3.8532146446922
50.4241845927016,71.1983560019655,4.32938820142493,3.23606137444077
56.3946189941144,77.0989717834147,0.413191412463968,2.18725544393337
62.7735270161297,84.5704417142216,2.97555088598062,0.551312546761417
72.1969991585942,97.134729023171,1.38317936777121,-0.0968183890910048
81.8538379463548,108.863384704928,-0.908912560228628,-2.25742518187756
91.9417181144261,114.507978581736,-0.914827809026837,-4.38942692709783
101.592472776921,118.005477026991,3.14029298539883,0.871106109721968
109.840492735808,122.615580679957,4.43089471056584,1.84447092934844
121.744925505071,128.025764368238,2.58999303055305,1.41933479176794
129.653757291442,131.801467736373,4.17007093296184,4.34486102332457
141.238053474641,138.949158396644,2.84324046240517,3.10587785896261
149.187655569615,148.671310157813,2.89192987157087,3.8208531775149
159.92937094292,156.29830927123,0.224298408853822,-1.14701824753678
167.313616872864,160.13511644188,-0.0693258758838634,0.693202536383779
179.223608873325,162.761656605998,2.05592335543014,1.48238182452026
188.377304294353,165.956400239287,0.0441318203082468,1.17589357084738
197.030767080195,167.322260754887,0.742588106903937,1.12146486997729
206.284177877354,171.211263881661,-0.302975799033998,0.091513438554103
213.998574558238,176.917149924862,-0.814129419368139,0.316296567586162
222.18708190671,180.143534086567,0.0303861947948223,4.46140221908747
227.850295659294,181.237531611023,0.449825095676839,4.624932489171
235.192322477935,182.475670088663,-1.17313904303209,1.51892456446641
238.680251971245,184.312487333484,1.88332638017493,2.00800694847717
243.452078654077,185.513697990309,0.172136158295296,0.403203347718065
249.372381420331,186.7453293422,-1.759598455572,-0.765010278950465
250.942569308376,185.463281180675,-4.72133453158732,-2.33277207610759
250.86197453695,179.407778068251,-4.03285070265809,-2.34825149713647
247.948692197327,172.713792645225,-5.87623657040336,-3.86849619412009
245.639100748876,166.77849879339,-3.27771713634461,-1.36240088817979
245.835745246108,163.378169739061,-3.48570585474934,-2.88871057745063
245.676420667695,161.916910662017,-1.74960596756269,0.157580098815321
249.179333572347,160.645707145713,1.60805123789053,0.627827276887621
246.882006590381,157.635831844557,4.62081036431306,2.98284185394962
248.468342391398,156.285099519894,4.80035339705894,4.79747183100224
243.811394937146,157.686897399443,4.626206850989,3.91969445968204
245.640411301479,159.418896697134,2.06014448602226,4.26780206218609
241.950732234862,159.848798486868,-0.601860814672132,0.931053640902356
