T,A,B,AA,AB,BA,BB
-2.1993044201191205,1.2730937144067391,-3.47239813452586,1.95867233739755,-0.685578622990811,-1.58788138652138,-1.88451674800448
6.2508034495693945,2.1684690465545904,4.082334403014804,2.09738585181014,0.0710831947444507,0.864560842185274,3.21777356082953
11.85749913350534,7.59378277218513,4.26371636132021,3.96238620837383,3.6313965638113,2.96475786252584,1.29895849879437
18.177452906116137,13.468507015438389,4.70894589067775,4.05930607655694,9.40920093888145,3.35680344722175,1.352142443456
20.66625741778989,15.980619465182421,4.68563795260747,3.76385853688132,12.2167609283011,2.49163302404411,2.19400492856336
18.86217332024222,11.909001522217869,6.95317179802435,1.66684046685567,10.2421610553622,3.54816386097645,3.4050079370479
19.07602838263848,11.314339129939249,7.76168925269923,1.27074428661255,10.0435948433267,2.85310085302811,4.90858839967112
13.478426570827823,10.862880647308666,2.615545923519157,-0.767055419872835,11.6299360671815,0.927918132920477,1.68762779059868
25.19212553466281,24.72618968978687,0.4659358448759401,6.46365098228967,18.2625387074972,1.67454103430655,-1.20860518943061
33.67460775064077,38.1888358975609,-4.51422814692013,11.153272852924,27.0355630446369,-1.94636495850368,-2.56786318841645
44.49552417097169,51.476285082774,-6.98076091180231,20.0491524949469,31.4271325878271,-4.15849495828004,-2.82226595352227
50.50813932801773,58.7405031350152,-8.23236380699748,26.7460433802226,31.9944597547926,-3.96801767988123,-4.26434612711625
59.65981540959963,69.7840778917838,-10.12426248218416,35.1262060362571,34.6578718555267,-3.87741537075692,-6.24684711142724
72.2793508418509,78.252436501027,-5.97308565917611,40.2520164002173,38.0004201008097,-3.19745653266195,-2.77562912651416
78.35396938911882,81.40906285301591,-3.055093463897089,43.7214848839045,37.6875779691114,-0.709109068728539,-2.34598439516855
83.73536526551591,80.17614775659891,3.559217508916999,42.9064687060647,37.2696790505342,2.83529764881423,0.723919860102769
84.97309419211362,80.5253816199911,4.44771257212252,42.4050154885703,38.1203661314208,2.1351233256133,2.31258924650922
76.95146030153212,78.3444131990377,-1.3929528975055852,39.6525781753893,38.6918350236484,-1.48898744541356,0.0960345479079749
73.45653934837355,76.2004362387332,-2.74389689035965,36.5172013657509,39.6832348729823,-1.51221435484193,-1.23168253551772
75.77004017776785,72.6450656866745,3.12497449109336,33.2340391212156,39.4110265654589,1.82024745654126,1.3047270345521
77.7400888200764,66.6512739949685,11.088814825107889,28.0886907613834,38.5625832335851,7.93475172102084,3.15406310408705
74.68500429623073,66.98954820085089,7.695456095379829,27.0643765699258,39.9251716309251,6.4923403348512,1.20311576052863
83.64178222404817,69.6675894675063,13.97419275654187,26.2328696669679,43.4347198005384,8.96522150021302,5.00897125632885
94.18759344212938,79.24051268988859,14.947080752240801,29.6186900091556,49.621822680733,9.11013771859735,5.83694303364345
102.80760717087304,90.02942092354331,12.778186247329732,33.7719689551726,56.2574519683707,6.3360052892579,6.44218095807183
110.44527877221154,99.869232754958,10.57604601725354,38.0440750629362,61.8251576920218,5.42731792785786,5.14872808939568
120.21600862060386,110.78633947819651,9.42966914240735,44.9508240326502,65.8355154455463,5.57645449771515,3.8532146446922
129.1879901705328,121.6225405946671,7.565449575865699,50.4241845927016,71.1983560019655,4.32938820142493,3.23606137444077
136.09403763392643,133.4935907775291,2.600446856397338,56.3946189941144,77.0989717834147,0.413191412463968,2.18725544393337
150.87083216309333,147.3439687303513,3.5268634327420374,62.7735270161297,84.5704417142216,2.97555088598062,0.551312546761417
170.6180891604454,169.3317281817652,1.2863609786802053,72.1969991585942,97.134729023171,1.38317936777121,-0.0968183890910048
187.5508849091766,190.71722265128278,-3.166337742106188,81.8538379463548,108.863384704928,-0.908912560228628,-2.25742518187756
201.14544196003743,206.4496966961621,-5.304254736124667,91.9417181144261,114.507978581736,-0.914827809026837,-4.38942692709783
223.60934889903282,219.597949803912,4.011399095120798,101.592472776921,118.005477026991,3.14029298539883,0.871106109721968
238.73143905567926,232.456073415765,6.2753656399142805,109.840492735808,122.615580679957,4.43089471056584,1.84447092934844
253.78001769562997,249.77068987330898,4.00932782232099,121.744925505071,128.025764368238,2.58999303055305,1.41933479176794
269.97015698410144,261.455225027815,8.51493195628641,129.653757291442,131.801467736373,4.17007093296184,4.34486102332457
286.1363301926528,280.187211871285,5.94911832136778,141.238053474641,138.949158396644,2.84324046240517,3.10587785896261
304.57174877651374,297.858965727428,6.71278304908577,149.187655569615,148.671310157813,2.89192987157087,3.8208531775149
315.3049603754671,316.22768021415004,-0.922719838682958,159.92937094292,156.29830927123,0.224298408853822,-1.14701824753678
328.0726099752439,327.448733314744,0.6238766604999156,167.313616872864,160.13511644188,-0.0693258758838634,0.693202536383779
345.5235706592734,341.985265479323,3.5383051799503997,179.223608873325,162.761656605998,2.05592335543014,1.48238182452026
355.5537299247956,354.33370453364,1.220025391155627,188.377304294353,165.956400239287,0.0441318203082468,1.17589357084738
366.2170808119632,364.353027835082,1.864052976881227,197.030767080195,167.322260754887,0.742588106903937,1.12146486997729
377.2839793985351,377.495441759015,-0.21146236047989503,206.284177877354,171.211263881661,-0.302975799033998,0.091513438554103
390.417891631318,390.9157244831,-0.497832851781977,213.998574558238,176.917149924862,-0.814129419368139,0.316296567586162
406.82240440715924,402.330615993277,4.491788413882292,222.18708190671,180.143534086567,0.0303861947948223,4.46140221908747
414.1625848551648,409.087827270317,5.074757584847839,227.850295659294,181.237531611023,0.449825095676839,4.624932489171
418.0137780880323,417.667992566598,0.34578552143431995,235.192322477935,182.475670088663,-1.17313904303209,1.51892456446641
426.8840726333811,422.992739304729,3.8913333286521,238.680251971245,184.312487333484,1.88332638017493,2.00800694847717
429.5411161503994,428.965776644386,0.575339506013361,243.452078654077,185.513697990309,0.172136158295296,0.403203347718065
433.59310202800856,436.11771076253103,-2.524608734522465,249.372381420331,186.7453293422,-1.759598455572,-0.765010278950465
429.3517438813561,436.405850489051,-7.0541066076949095,250.942569308376,185.463281180675,-4.72133453158732,-2.33277207610759
423.88865040540645,430.269752605201,-6.38110219979456,250.86197453695,179.407778068251,-4.03285070265809,-2.34825149713647
410.9177520780285,420.662484842552,-9.74473276452345,247.948692197327,172.713792645225,-5.87623657040336,-3.86849619412009
407.7774815177416,412.417599542266,-4.6401180245244,245.639100748876,166.77849879339,-3.27771713634461,-1.36240088817979
